Title,Memory,Display,Camera,Battery,Processor,Selling_price,Cost_price,Rating,Discount
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Lava GEM,512 MB RAM | 512 MB ROM | Expandable Upto 32 GB,7.11 cm (2.8 inch) QVGA Display,1.3MP Rear Camera,1750 mAh Battery,NA Processor,1399,1399,4.1,
Vivo Y17 (Mystic Purple| 128 GB)|,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP + 8MP | 20MP Front Camera,5000 mAh Lithium-ion Battery,MTK Helio P35 (MT6765) Processor,13990,18990,4.4,26% off
Nokia 105 Dual Sim 2017,4 MB RAM | 4 MB ROM |,4.57 cm (1.8 inch) Display,,800 mAh Battery,,1256,1349,4.2,6% off
Redmi Note 8 Pro (Electric Blue| 64 GB)|,6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,16.59 cm (6.53 inch) Full HD+ Display,,4500 mAh Battery,,16490,16999,4.5,2% off
Apple iPhone 7 Plus (Black| 32 GB)|,32 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,,,34999,37900,4.5,7% off
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Redmi Note 8 Pro (Electric Blue| 128 GB)|,6 GB RAM | 128 GB ROM |,16.59 cm (6.53 inch) Display,64MP Rear Camera,4500 mAh Battery,,16989,17999,4.5,5% off
Redmi Note 8 Pro (Halo White| 64 GB)|,6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,16.59 cm (6.53 inch) Full HD+ Display,,4500 mAh Battery,,15504,16999,4.5,8% off
POCO F1 (Armoured Edition| 256 GB)|,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,15.7 cm (6.18 inch) Full HD+ Display,12MP + 5MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 845 Processor,16999,30999,4.5,45% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
Redmi Y3 (Prime Black| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.9 cm (6.26 inch) HD+ Display,12MP + 2MP | 32MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Processor,8387,11990,4.3,30% off
Vivo Z1x (Fusion Blue| 64 GB)|,6 GB RAM | 64 GB ROM |,16.21 cm (6.38 inch) Full HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Li-ion Battery,Qualcomm Snapdragon 712 AIE Processor,15990,19990,4.4,20% off
Vivo Z1x (Fusion Blue| 128 GB)|,6 GB RAM | 128 GB ROM |,16.21 cm (6.38 inch) Full HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Li-ion Battery,Qualcomm Snapdragon 712 AIE Processor,16990,20990,4.4,19% off
Vivo Z1x (Fusion Blue| 128 GB)|,4 GB RAM | 128 GB ROM |,16.21 cm (6.38 inch) Full HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Li-ion Battery,Qualcomm Snapdragon 712 AIE Processor,14990,18990,4.5,21% off
Vivo Z1x (Phantom Purple| 128 GB)|,6 GB RAM | 128 GB ROM |,16.21 cm (6.38 inch) Full HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Li-ion Battery,Qualcomm Snapdragon 712 AIE Processor,16990,20990,4.4,19% off
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
POCO X2 Special Edition (Matrix Purple| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.94 cm (6.67 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,4500 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 730G Processor,16999,18999,4.7,10% off
Tecno Spark Power (Alphenglow Gold| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 8MP + 2MP AI Triple Rear Camera | 13MP Front Camera,6000 mAh Li-Polymer Battery,Mediatek Helio Processor,8499,10499,4.3,19% off
Vivo U20 (Racing Black| 64 GB)|,6 GB RAM | 64 GB ROM |,16.59 cm (6.53 inch) Display,16MP Rear Camera,5000 mAh Battery,,12980,14990,4.1,13% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Honor 9X (Sapphire Blue| 128 GB)|,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Pop Up AI Selfie camera with Full View Display,48MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Lithium Polymer Battery,Kirin 710F Processor,13999,15999,4.4,12% off
Honor 9X (Sapphire Blue| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Pop Up AI Selfie camera with Full View Display,48MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Lithium Polymer Battery,Kirin 710F Processor,16999,19999,4.5,15% off
POCO X2 (Phoenix Red| 64 GB)|,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.94 cm (6.67 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,4500 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 730G Processor,15999,17999,4.9,11% off
Moto E6s (Caribbean Blue| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.49 cm (6.1 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,3000 mAh Battery,MediaTek Helio P22 Processor,6999,9999,4.1,30% off
POCO X2 (Matrix Purple| 64 GB)|,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.94 cm (6.67 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,4500 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 730G Processor,15999,17999,4.9,11% off
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Apple iPhone 7 Plus (Rose Gold| 32 GB)|,32 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,,,34999,37900,4.5,7% off
Redmi Y3 (Elegant Blue| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.9 cm (6.26 inch) HD+ Display,12MP + 2MP | 32MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Processor,10240,13999,4.4,26% off
Kechaoda K66 Plus,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,400 mAh Battery,,899,899,4.1,
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Apple iPhone XR (White| 64 GB)|,64 GB ROM |,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,,A12 Bionic Chip Processor,49900,49900,4.6,
Redmi Note 7 Pro (Nebula Red| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP | 13MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 675 Processor,10499,15999,4.5,34% off
Vivo S1 Pro (Jazzy Blue| 128 GB)|,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.21 cm (6.38 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 32MP Front Camera,4500 mAh Lithium Polymer Battery,Qualcomm Snapdragon 665 Processor,19990,20990,4.5,4% off
Micromax X756,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,3000 mAh Battery,,1149,2499,4.2,54% off
Samsung Galaxy M30s (White| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD Display,48MP Rear Camera | 16MP Front Camera,6000 mAh Battery,Exynos 9611 Processor,14845,15500,4.3,4% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
Redmi Note 7 Pro (Nebula Red| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP | 13MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 675 Processor,13999,17999,4.5,22% off
Samsung Galaxy A10s (Blue| 32 GB)|,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Lithium-ion Battery,MediaTek MT6762 Processor,8499,10000,4.4,15% off
OPPO F11 Pro (Aurora Green| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 5MP | 16MP Front Camera,4000 mAh Li-polymer Battery,MediaTek Helio P70 Octa Core 2.1 GHz Processor,16990,29990,4.4,43% off
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Motorola One Action (Denim Blue| 128 GB)|,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.0 cm (6.3 inch) Full HD+ Display,12MP + 5MP + 16MP | 12MP Front Camera,3500 mAh Battery,Samsung Exynos 9609 Processor,9999,16999,4.2,41% off
Kechaoda A27,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) Display,,800 mAh Battery,,845,845,4.1,
Kechaoda A27,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) Display,,800 mAh Battery,,845,845,4.1,
Samsung Metro 313 Dual Sim,10 MB RAM | 2 MB ROM | Expandable Upto 16 GB,5.08 cm (2 inch) QVGA Display,0.3MP Rear Camera,1000 mAh Battery,0 0 0 0 Processor Processor,1990,1990,4.3,
Samsung Galaxy A51 (Prism Crush White| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 9611 Processor,23999,25999,4.5,7% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Kechaoda K116 Plus,256 MB RAM | 32 MB ROM |,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,400 mAh Battery,,899,949,4,5% off
OPPO A5s (Blue| 32 GB)|,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4230 mAh Battery,MTK MT6765 Processor,8490,12990,4.3,34% off
Samsung Guru FM Plus SM-B110E/D,NA ROM |,3.81 cm (1.5 inch) Display,,800 mAh Battery,,1500,1500,4.3,
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Vivo Y11 (Mineral Blue| 32 GB)|,3 GB RAM | 32 GB ROM |,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Battery,SDM439 Processor,8990,9990,4.3,10% off
Samsung Guru Music 2,NA ROM |,5.08 cm (2 inch) QVGA Display,,800 mAh Battery,,1760,1760,4.3,
Vivo V15 (Frozen Black| 64 GB)|,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Full HD+ Display,12MP + 5MP + 8MP | 32MP Front Camera,4000 mAh Li-ion Battery,MTK Helio P70 Processor,19990,26990,4.4,25% off
Micromax X741,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1750 mAh Battery,,1035,2400,4.1,56% off
Lava Gem,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,7.11 cm (2.8 inch) QVGA Display,1.3MP Rear Camera,1750 mAh Battery,,1399,1799,4.1,22% off
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Apple iPhone 7 Plus (Gold| 32 GB)|,32 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,,,34999,37900,4.5,7% off
Redmi 6A (Black| 32 GB)|,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD Display,13MP Rear Camera,3000 mAh Battery,Mediateck Processor,5650,5650,4.3,
Itel It2171,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,1000 mAh Battery,,759,1095,4.1,30% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
Lava A5,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1000 mAh Li-ion Battery,,1065,1399,4.3,23% off
Itel It2171,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,1000 mAh Battery,,760,810,4.1,6% off
Karbonn K-Stylo,12 MB RAM | 32 MB ROM |,7.11 cm (2.8 inch) Display,0.8MP Rear Camera,1750 mAh Battery,,1099,1590,3.9,30% off
Redmi Note 7 Pro (Astro Moonlight White| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP | 13MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 675 Processor,13999,17999,4.5,22% off
Lava A7,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1750 mAh Battery,MTK6261m Processor,1299,1699,4.2,23% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Micromax Spark Go (Silver| 8 GB)|,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) Display,5MP Rear Camera | 2MP Front Camera,2000 mAh Polymer Battery,SC9832E Processor,3299,4999,4,34% off
Samsung Galaxy A50 (Black| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Super AMOLED Display,25MP + 5MP + 8MP | 25MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 9610 Processor,14999,21000,4.3,28% off
POCO X2 (Atlantis Blue| 256 GB)|,8 GB RAM | 256 GB ROM | Expandable Upto 512 GB,16.94 cm (6.67 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,4500 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 730G Processor,19999,20999,4.2,4% off
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Honor 9X (Sapphire Blue| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Pop Up AI Selfie camera with Full View Display,48MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Lithium Polymer Battery,Kirin 710F Processor,16999,19999,4.5,15% off
I Kall K6303 Dual Sim Mobile,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1800 mAh Battery,,599,699,3.8,14% off
OPPO A3s (Purple| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4230 mAh Battery,Qualcomm Snapdragon 450 Processor,6990,11990,4.4,41% off
OPPO A3s (Red| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4230 mAh Battery,Qualcomm Snapdragon 450 Processor,6990,11990,4.4,41% off
Redmi Y2 (Dark Grey| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) HD+ Display,12MP + 5MP | 16MP Front Camera,3080 mAh Li Polymer Battery,Qualcomm Snapdragon 625 Processor,8973,9035,4.4,
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Lenovo K9 Note (Gold| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) HD+ Display,16MP + 2MP | 8MP Front Camera,3760 mAh Battery,Qualcomm Snapdragon SDM450 Processor,6999,11999,4.1,41% off
POCO F1 (Steel Blue| 256 GB)|,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,15.7 cm (6.18 inch) Full HD+ Display,12MP + 5MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 845 Processor,16999,30999,4.5,45% off
I Kall K33 New,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1500 mAh Battery,,699,999,3.7,30% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
Samsung Galaxy A20s (Black| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 8MP + 5MP | 8MP Front Camera,4000 mAh Lithium Ion Battery,Qualcomm SDM450-B01 Processor,10999,12900,4.3,14% off
Meizu C9 (Gold| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Quad Core Processor,3699,6999,4.1,47% off
Samsung Galaxy A50s (Prism Crush Black| 128 GB)|,6 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP | 32MP Front Camera,4000 mAh Li-ion Battery,Exynos 9611 Processor,19999,26900,4.3,25% off
Asus ZenFone Max M1 (Black| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 430 Processor,5999,9599,4.1,37% off
Mi A3 (More Than White| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.44 cm (6.08 inch) HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4030 mAh Battery,Qualcomm Snapdragon 665 Processor,14999,17499,4.3,14% off
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Kechaoda K116 Plus,32 MB RAM | 32 MB ROM |,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,400 mAh Battery,,880,935,4,5% off
Apple iPhone 11 (Red| 128 GB)|,128 GB ROM |,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,,A13 Bionic Chip Processor,69900,69900,4.7,
Samsung Galaxy J6 (Gold| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.22 cm (5.6 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Exynos 7870 Processor,10490,11500,4.4,8% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Realme X (Polar White| 128 GB)|,8 GB RAM | 128 GB ROM |,Super AMOLED Display,48MP + 5MP | 16MP Front Camera,3765 mAh Battery,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,17999,20999,4.5,14% off
Realme X (Polar White| 128 GB)|,4 GB RAM | 128 GB ROM |,Super AMOLED Display,48MP + 5MP | 16MP Front Camera,3765 mAh Battery,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,14999,17999,4.5,16% off
Moto G7 (Black| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.75 cm (6.2 inch) Full HD+ Display,12MP + 5MP | 8MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon 632 Processor,8999,18999,4.3,52% off
Vivo V17 (Glacier ice white| 128 GB)|,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,FHD+ E3 Super Amoled Display,48MP + 8MP + 2MP + 2MP | 32MP Front Camera,4500 mAh Li-ion Battery,Qualcomm Snapdragon 675AIE Processor,22990,27990,4.5,17% off
I Kall I KALL K2180 Red,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera | 0.3MP Front Camera,1000 mAh Battery,,599,599,3.7,
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Redmi 7 (Lunar Red| 32 GB)|,2 GB RAM | 32 GB ROM |,15.9 cm (6.26 inch) Display,12MP Rear Camera,4000 mAh Battery,,7999,9999,4.3,20% off
Redmi K20 Pro (Glacier Blue| 128 GB)|,6 GB RAM | 128 GB ROM |,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,24999,28999,4.5,13% off
Micromax X378,32 MB RAM | 32 MB ROM |,4.5 cm (1.77 inch) Display,1MP Rear Camera,800 mAh Battery,,677,2249,3.9,69% off
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Samsung Galaxy A50s (Prism Crush Violet| 128 GB)|,6 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP | 32MP Front Camera,4000 mAh Li-ion Battery,Exynos 9611 Processor,19999,26900,4.3,25% off
Micromax X940,40 MB RAM | 56 MB ROM |,6.86 cm (2.7 inch) Display,0.03MP Rear Camera,3000 mAh Battery,,1199,2033,4.1,41% off
Nokia 6.2 (Ice White| 64 GB)|,4 GB RAM | 64 GB ROM |,16.0 cm (6.3 inch) Full HD+ Display,16MP + 5MP + 8MP | 8MP Front Camera,3500 mAh Battery,,13250,17699,4.2,25% off
Realme 2 Pro (Black Sea| 128 GB)|,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,16MP + 2MP | 16MP Front Camera,3500 mAh Li-ion Battery,Qualcomm Snapdragon 660 Octa Core 1.95GHz AIE Processor,11999,17990,4.5,33% off
Asus ZenFone Max M2 (Blue| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,8999,14999,4.3,40% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
OPPO A3s (Purple| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4230 mAh Battery,Qualcomm Snapdragon 450 Processor,9990,13990,4.3,28% off
Nokia 6.2 (Black| 64 GB)|,4 GB RAM | 64 GB ROM |,16.0 cm (6.3 inch) Full HD+ Display,16MP + 5MP + 8MP | 8MP Front Camera,3500 mAh Battery,,12590,17699,4.2,28% off
Tecno Spark Go Plus (Vacation Blue| 32 GB)|,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 8MP Front Camera,4000 mAh Li-ion Battery,Helio A22 (MT6761) Processor,6299,7499,4.3,16% off
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Redmi Note 8 (Cosmic Purple| 64 GB)|,4 GB RAM | 64 GB ROM |,16.0 cm (6.3 inch) Display,48MP Rear Camera,4000 mAh Battery,,11894,12999,4.4,8% off
Micromax Canvas Infinity (Black| 32 GB)|,3 GB RAM | 32 GB ROM |,14.48 cm (5.7 inch) HD Display,13MP Rear Camera | 16MP Front Camera,2900 mAh Polymer Battery,Snapdragon 425 Quad Core Processor,4499,9999,4.1,55% off
Samsung Galaxy A10s (Black| 32 GB)|,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Lithium-ion Battery,MediaTek MT6762 Processor,8499,10000,4.4,15% off
Nokia TA-1010/NOKIA 105,4 MB RAM | 4 MB ROM |,4.57 cm (1.8 inch) Display,,800 mAh Battery,,1098,1197,4.3,8% off
Vivo Y90 (Gold| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,4030 mAh Li-ion Battery,MediaTek Helio A22 Processor,6490,7990,4.3,18% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Infinix Smart 2 (Sandstone Black| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3050 mAh Li-ion Polymer Battery,MTK6739 64 bit Quad Core Processor,4499,7999,4,43% off
Gfive A2 Combo of Two,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,1.3MP Rear Camera,1000 mAh Battery,,1099,1099,4.1,
Google Pixel 3 XL (Not Pink| 128 GB)|,4 GB RAM | 128 GB ROM |,16.0 cm (6.3 inch) Quad HD+ Display,12.2MP Rear Camera | 8MP + 8MP Dual Front Camera,3430 mAh Battery,Qualcomm Snapdragon 845 64-bit Processor,51999,92000,4.7,43% off
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
